,0
Route_Category,20.39173698190447
Flight_Hours,9.686978482374656
Load_Factor,5.402728014509392
Destination,4.714485582233317
Season,3.5914235973727062
Passengers,2.1586445005582195
Month,1.0565528057245528
Demand_Level,0.9153214071349437
Aircraft_Capacity,0.5187929363553937
Aircraft_Type,0.27477323597060943
Quarter,0.0949881704069357
